10,13,2,3,1,2,3,4,1,1,4
9,13,1,2,1,3,2,4,1,1,4
8,13,4,4,2,4,2,2,3,3,3
7,13,4,1,1,2,4,4,1,1,4
6,13,2,3,4,4,1,3,1,1,3
5,13,4,2,3,1,3,3,2,3,4
4,13,4,4,3,4,4,1,1,2,2
3,13,4,2,1,1,4,3,3,4,2
2,13,2,3,1,1,2,1,1,4,3
1,13,2,2,1,3,4,4,3,1,3
9,15,4,3,4,4,1,3,3,3,2
8,15,3,3,4,3,3,1,2,3,2
7,15,2,3,4,1,4,4,2,2,2
6,15,1,2,1,1,2,1,3,4,2
5,15,1,1,1,4,1,4,4,1,2
4,15,4,4,2,3,1,4,4,4,1
3,15,1,1,4,1,4,1,3,1,3
2,15,2,1,1,4,1,3,4,3,1
1,15,4,1,4,2,2,1,1,1,3
7,16,1,4,1,3,3,1,1,1,4
6,16,1,4,1,3,3,3,1,3,3
5,16,3,4,3,1,3,3,3,1,2
4,16,3,4,2,3,2,4,2,2,3
3,16,1,4,1,4,2,4,2,2,4
2,16,4,4,2,2,2,1,4,4,3
1,16,3,4,1,2,3,2,3,3,3
9,17,4,3,1,4,2,1,3,2,4
8,17,2,3,3,1,2,2,4,4,1
7,17,3,3,4,1,2,2,3,2,4
6,17,4,4,4,2,1,1,2,4,2
5,17,4,4,2,4,4,3,2,1,1
4,17,1,4,4,4,3,4,1,1,4
3,17,1,4,4,1,4,3,1,1,3
2,17,3,3,3,1,1,3,2,3,2
1,17,2,3,1,1,4,2,2,4,3
8,18,1,4,2,3,1,4,1,2,2
7,18,3,3,4,4,2,4,1,4,2
6,18,3,2,4,2,4,2,2,1,1
5,18,2,2,2,4,4,1,2,4,4
4,18,3,1,3,4,1,3,4,4,2
3,18,1,3,4,2,2,1,2,4,4
2,18,4,1,2,1,1,2,3,1,1
1,18,2,4,1,1,1,4,2,4,3
7,19,1,3,3,2,4,4,3,3,3
6,19,3,2,1,2,4,4,4,4,2
5,19,1,1,4,2,3,3,2,4,2
4,19,3,4,3,2,4,2,3,1,3
3,19,4,4,4,1,2,1,2,3,1
2,19,2,1,2,4,2,1,2,4,3
1,19,3,4,4,2,3,4,3,2,1
10,19,2,3,2,4,2,4,3,3,3
9,19,1,4,1,1,1,1,4,1,2
8,19,1,2,4,3,1,2,1,4,3
9,20,3,3,3,1,3,3,1,1,4
8,20,2,3,3,4,4,1,3,1,3
7,20,4,2,2,3,2,4,2,2,1
6,20,2,3,2,2,2,2,1,1,1
5,20,4,2,2,2,3,1,3,3,3
4,20,1,1,1,3,2,2,4,2,3
3,20,2,1,2,4,2,3,3,4,4
2,20,4,3,1,1,1,1,4,2,2
1,20,2,1,1,2,2,1,1,4,3
9,21,4,4,3,4,4,3,4,3,4
8,21,3,2,2,2,2,3,1,2,1
7,21,4,2,2,2,2,1,3,4,2
6,21,4,2,1,3,2,3,2,2,4
5,21,1,1,1,3,4,2,1,3,4
4,21,4,1,1,4,2,3,3,3,3
3,21,2,4,2,2,4,1,4,1,2
2,21,3,2,1,1,3,4,2,3,1
1,21,4,4,2,4,2,1,2,1,2
9,22,4,3,1,1,3,3,1,4,4
8,22,1,1,2,2,4,2,1,3,4
7,22,1,1,1,2,3,4,1,4,1
6,22,1,3,2,4,2,3,2,2,2
5,22,3,3,3,3,3,1,1,1,3
4,22,1,3,3,2,2,3,2,4,1
3,22,2,2,4,2,4,1,1,3,1
2,22,3,2,3,2,1,4,2,1,1
1,22,1,1,3,2,2,1,2,1,3
7,23,2,2,4,3,3,3,4,4,4
6,23,2,3,3,4,1,2,3,1,2
5,23,2,2,2,3,4,2,2,4,4
4,23,4,2,1,4,4,4,2,3,1
3,23,3,1,4,2,2,3,4,2,2
2,23,1,2,4,3,4,3,2,1,3
1,23,1,2,4,2,1,3,4,2,4
8,25,4,1,2,4,3,1,1,4,4
7,25,3,4,1,3,3,3,3,1,2
6,25,2,4,3,4,1,3,3,1,3
5,25,1,2,4,2,4,2,2,1,1
4,25,3,4,4,2,4,4,2,1,1
3,25,4,4,3,4,3,1,3,4,4
2,25,1,4,3,4,2,1,3,1,4
1,25,1,4,4,3,4,4,2,3,1
9,26,4,4,4,4,2,4,2,4,2
8,26,3,1,2,2,3,1,3,3,4
7,26,4,1,3,3,4,4,4,3,4
6,26,4,4,1,2,1,3,4,4,4
5,26,2,1,2,4,1,2,2,3,2
4,26,4,2,3,1,1,1,3,4,3
3,26,4,4,2,4,1,3,3,1,4
2,26,2,4,1,1,4,3,3,4,1
1,26,4,3,4,2,4,4,3,4,2
8,27,2,1,3,4,3,4,1,4,1
7,27,2,2,2,2,4,2,2,1,2
6,27,3,3,3,1,2,3,4,4,3
5,27,2,2,4,1,3,3,3,1,3
4,27,1,1,2,3,1,2,4,3,1
3,27,3,2,2,1,4,1,1,1,4
2,27,4,2,4,3,4,2,4,1,3
1,27,3,2,1,3,2,1,1,2,4
7,28,3,2,4,2,4,1,2,2,2
6,28,2,4,2,3,1,2,2,1,4
5,28,3,2,4,3,3,3,4,1,4
4,28,1,2,4,1,4,2,1,3,1
3,28,1,2,1,4,1,3,4,4,4
2,28,1,4,4,1,3,2,3,2,4
1,28,1,2,3,1,1,1,1,2,1
7,29,2,3,2,2,4,3,1,4,1
6,29,1,1,4,2,4,4,3,3,4
5,29,2,4,2,2,3,4,3,3,1
4,29,1,3,2,1,3,4,4,2,1
3,29,3,2,4,4,4,3,1,2,1
2,29,2,2,3,4,1,3,4,3,4
1,29,3,3,4,1,1,1,3,1,3
7,30,1,2,4,3,3,3,1,4,1
6,30,1,2,1,4,3,3,3,4,1
5,30,3,2,1,2,3,4,4,2,2
4,30,4,2,2,3,3,2,2,3,3
3,30,3,4,3,4,2,4,4,4,2
2,30,4,2,1,1,2,4,3,1,4
1,30,2,3,4,1,1,3,2,2,1
8,31,1,2,1,4,2,1,1,4,2
7,31,3,2,4,4,2,2,2,2,1
6,31,2,2,4,1,2,3,1,3,3
5,31,1,4,2,1,3,1,2,1,2
4,31,2,3,2,4,4,4,4,2,2
3,31,1,1,4,4,1,1,1,4,1
2,31,4,2,1,2,1,3,2,1,3
1,31,4,3,2,1,4,1,1,3,2
8,32,1,4,1,4,1,2,3,1,2
7,32,4,4,2,3,4,1,1,4,4
6,32,2,1,4,3,4,2,3,3,1
5,32,3,2,1,2,3,4,3,1,4
4,32,4,2,2,4,1,4,3,1,2
3,32,1,2,3,1,1,3,1,1,2
2,32,3,2,2,4,3,3,3,3,3
1,32,2,2,2,1,2,3,4,4,2
7,34,4,3,1,4,3,3,3,3,3
6,34,1,4,4,2,2,2,1,3,3
5,34,4,2,2,2,2,4,2,4,2
4,34,1,4,3,2,3,3,1,4,2
3,34,1,2,4,2,3,1,3,1,4
2,34,1,4,3,3,2,2,4,1,3
1,34,2,1,1,1,2,2,2,1,3
6,35,2,4,4,1,4,4,4,2,3
5,35,4,1,3,2,3,2,1,1,2
4,35,2,1,1,2,1,2,4,1,4
3,35,4,1,2,3,3,3,1,3,2
2,35,1,1,2,4,1,2,3,3,3
1,35,4,2,1,2,3,1,3,1,2
8,36,1,2,1,2,3,3,3,1,3
7,36,2,3,2,2,1,2,3,2,2
6,36,4,4,4,3,3,4,2,2,4
5,36,3,4,2,2,3,1,3,1,2
4,36,4,3,3,4,3,4,1,1,1
3,36,4,2,1,4,3,4,2,2,3
2,36,4,2,3,1,3,4,1,2,2
1,36,1,1,3,3,2,2,2,2,3
8,37,2,2,1,2,2,1,1,4,2
7,37,2,3,4,2,4,2,1,3,2
6,37,2,4,2,3,3,2,4,4,3
5,37,1,3,3,3,1,2,3,1,2
4,37,1,4,1,4,4,4,2,2,1
3,37,3,1,4,4,3,2,4,2,2
2,37,1,1,4,4,3,4,2,4,1
1,37,1,1,3,1,2,1,4,1,4
7,38,1,4,4,2,3,3,4,4,3
6,38,1,1,1,3,1,1,2,1,4
5,38,3,1,1,1,3,1,3,3,2
4,38,2,3,4,1,4,1,3,3,4
3,38,3,3,1,4,3,1,2,3,3
2,38,1,4,2,2,2,2,3,4,2
1,38,3,1,4,2,4,3,3,2,4
7,39,1,2,1,1,4,2,1,4,4
6,39,3,1,2,3,4,4,4,2,1
5,39,1,4,4,1,4,3,4,1,2
4,39,4,2,1,2,4,4,4,2,1
3,39,3,2,1,2,3,3,1,1,3
2,39,4,1,1,2,1,3,1,1,3
1,39,1,2,4,2,2,1,3,2,4
8,40,4,3,1,2,4,4,3,3,2
7,40,2,1,2,4,3,3,2,3,4
6,40,2,2,1,2,3,3,2,2,1
5,40,2,1,4,4,1,3,3,2,2
4,40,4,3,3,1,2,2,3,2,3
3,40,3,4,1,2,2,4,1,2,4
2,40,1,3,4,2,1,4,1,1,1
1,40,2,2,2,4,1,1,3,4,4
8,282,1,1,2,2,4,2,3,3,1
7,282,1,4,2,4,2,2,4,2,4
6,282,3,2,4,1,2,3,2,2,1
5,282,4,4,1,2,3,4,3,2,1
4,282,1,3,2,4,4,4,4,2,1
3,282,3,1,1,2,3,1,1,4,2
2,282,4,2,1,2,4,3,1,3,3
1,282,1,3,2,2,1,4,4,3,4
8,429,3,2,2,2,3,1,1,2,1
7,429,4,3,1,2,1,4,3,1,2
6,429,2,3,4,3,3,4,3,4,2
5,429,2,4,3,3,2,1,4,1,2
4,429,2,1,4,1,3,4,4,3,4
3,429,2,4,4,2,4,4,1,4,1
2,429,4,2,4,2,4,2,1,3,2
1,429,2,2,3,1,2,2,4,1,4
8,430,3,2,4,2,2,2,1,2,4
7,430,2,3,4,1,2,1,3,3,4
6,430,3,1,3,1,2,4,4,4,3
5,430,2,3,1,2,1,2,2,3,3
4,430,4,3,3,2,1,2,3,1,2
3,430,4,4,3,4,4,2,2,2,1
2,430,4,4,2,1,3,3,1,2,2
1,430,2,4,3,2,2,1,1,4,1
8,540,4,4,3,3,2,4,4,2,1
7,540,2,1,1,1,4,2,1,4,2
6,540,2,1,3,1,2,1,4,2,1
5,540,3,2,2,1,2,4,1,3,3
4,540,4,4,2,2,2,4,3,3,4
3,540,3,3,3,4,2,4,4,2,4
2,540,1,4,3,2,3,2,3,2,2
1,540,3,2,2,2,1,1,2,3,4
8,668,4,3,3,2,3,2,1,2,4
7,668,2,3,1,2,4,1,3,3,2
6,668,3,2,4,4,1,4,1,2,4
5,668,1,3,4,3,3,2,3,3,1
4,668,2,3,4,2,1,4,2,4,4
3,668,1,2,1,3,1,3,2,4,1
2,668,1,1,3,3,1,4,2,1,3
1,668,3,2,1,1,1,2,3,1,1
8,771,4,3,4,4,2,2,4,4,2
7,771,4,3,4,1,4,1,1,1,1
6,771,2,1,4,3,3,1,1,1,2
5,771,3,1,1,4,3,1,2,4,1
4,771,2,2,2,1,2,4,2,4,4
3,771,1,4,4,1,3,1,1,4,1
2,771,3,1,2,4,4,4,1,4,2
1,771,1,3,2,1,1,1,4,2,4
8,850,2,3,4,4,2,2,2,3,4
7,850,3,4,2,4,1,1,1,1,2
6,850,2,1,2,3,1,2,3,2,3
5,850,4,2,2,3,1,4,3,3,1
4,850,3,2,1,2,1,4,2,2,1
3,850,1,2,2,4,3,1,3,3,4
2,850,3,2,1,4,2,4,4,1,2
1,850,1,3,4,4,1,2,4,3,2
6,901,4,4,1,4,4,3,4,4,4
5,901,3,2,2,1,4,4,4,2,2
4,901,4,1,2,3,2,3,1,4,3
3,901,1,4,2,4,3,1,4,1,4
2,901,4,1,4,2,4,2,3,4,3
1,901,4,4,1,1,4,2,1,4,3
7,923,1,2,3,4,2,2,1,4,1
6,923,3,3,4,4,2,1,1,4,1
5,923,1,4,2,1,4,2,3,4,3
4,923,4,3,1,3,3,4,1,2,1
3,923,3,3,1,2,1,2,1,1,1
2,923,2,1,2,1,2,2,1,1,3
1,923,1,1,3,4,4,1,1,4,3
8,1085,3,4,1,1,1,4,2,1,1
7,1085,1,4,3,1,4,2,3,3,3
6,1085,2,4,4,3,1,1,4,2,2
5,1085,1,4,1,4,4,3,1,4,2
4,1085,2,2,3,4,3,4,4,3,4
3,1085,1,4,2,1,2,4,3,4,4
2,1085,1,2,4,1,3,3,4,2,1
1,1085,4,1,3,3,1,4,4,3,3
8,1220,2,1,2,2,1,2,2,1,1
7,1220,4,4,2,1,2,1,4,1,3
6,1220,3,1,3,3,1,2,3,3,2
5,1220,3,2,2,4,3,3,2,4,3
4,1220,3,4,2,1,3,4,3,2,4
3,1220,2,2,1,3,1,3,4,3,4
2,1220,1,4,2,1,3,2,2,4,3
1,1220,3,1,3,1,2,1,1,4,2
8,1424,3,2,3,3,4,4,3,3,1
7,1424,1,1,2,1,4,1,1,1,1
6,1424,2,2,1,1,4,3,4,1,4
5,1424,4,1,1,3,2,1,4,2,2
4,1424,2,3,1,2,1,1,4,2,4
3,1424,4,2,4,4,3,2,4,2,1
2,1424,1,2,3,4,4,3,1,3,3
1,1424,2,3,3,4,4,3,3,3,3
8,1469,1,4,1,2,1,1,2,3,2
7,1469,3,3,2,1,3,2,3,4,2
6,1469,1,1,1,4,3,1,4,1,3
5,1469,4,4,2,4,2,4,1,2,3
4,1469,1,1,4,3,3,3,4,2,3
3,1469,1,1,1,4,2,3,1,4,4
2,1469,1,2,3,4,2,1,1,3,3
1,1469,4,4,2,2,2,1,4,1,1
8,1614,3,3,3,2,3,3,4,4,4
7,1614,3,1,2,3,2,1,2,4,1
6,1614,4,2,1,4,1,1,4,3,1
5,1614,1,4,4,3,2,4,4,2,3
4,1614,4,2,4,2,3,4,1,3,1
3,1614,1,1,2,4,2,3,1,1,1
2,1614,1,1,3,1,4,4,1,2,2
1,1614,1,2,2,1,3,4,2,4,4
9,1688,4,2,2,4,3,2,3,3,3
8,1688,1,1,2,4,1,1,1,2,3
7,1688,4,4,1,3,2,2,4,1,4
6,1688,3,2,3,1,4,4,4,2,2
5,1688,1,2,1,4,3,2,4,3,1
4,1688,4,4,4,4,4,3,1,1,2
3,1688,1,1,4,1,4,3,3,1,4
2,1688,1,1,1,1,3,1,1,2,1
1,1688,1,1,1,4,3,4,2,3,2
8,1863,4,3,3,4,4,3,1,4,4
7,1863,3,1,2,2,2,3,3,1,3
6,1863,4,3,1,4,3,4,1,3,3
5,1863,4,3,3,1,4,3,2,4,3
4,1863,4,3,1,1,4,4,4,2,1
3,1863,1,2,1,2,3,1,3,3,1
2,1863,1,3,3,2,4,1,2,3,3
1,1863,1,3,4,4,4,4,2,1,2
8,1943,4,2,3,3,1,1,4,4,4
7,1943,4,1,3,2,4,2,2,2,4
6,1943,4,2,4,4,3,1,2,4,2
5,1943,4,3,4,3,4,1,1,2,3
4,1943,4,4,1,1,4,3,2,4,3
3,1943,1,4,1,2,4,1,3,2,4
2,1943,4,3,3,1,4,4,3,3,4
1,1943,4,1,2,2,1,4,2,2,3
8,2121,3,4,1,4,2,3,4,3,2
7,2121,1,2,3,3,1,4,4,3,4
6,2121,3,3,1,3,4,2,1,4,1
5,2121,4,3,3,1,3,1,1,3,3
4,2121,1,3,4,1,1,3,3,3,3
3,2121,4,4,4,4,2,1,4,1,1
2,2121,2,2,4,3,3,3,2,2,4
1,2121,2,4,2,3,1,1,3,2,2
8,2203,1,4,1,3,1,2,3,3,1
7,2203,2,3,1,4,1,2,2,3,2
6,2203,2,2,2,2,1,3,3,1,1
5,2203,4,3,1,3,4,4,4,2,1
4,2203,2,4,4,4,3,4,2,3,1
3,2203,3,4,3,2,1,1,2,4,2
2,2203,1,4,1,2,4,2,3,1,2
1,2203,2,1,4,4,3,1,1,1,1
8,2400,4,2,4,2,2,3,1,1,3
7,2400,3,4,4,2,2,4,2,3,2
6,2400,1,1,4,3,4,3,1,3,2
5,2400,1,4,3,2,1,1,2,1,3
4,2400,1,4,3,2,3,1,4,4,3
3,2400,1,2,2,4,4,4,3,4,3
2,2400,2,4,3,4,3,3,4,2,3
1,2400,3,4,2,3,3,2,2,2,1
7,2512,2,2,3,2,2,4,4,2,4
6,2512,3,3,4,1,2,1,4,4,1
5,2512,4,2,4,3,2,2,3,4,1
4,2512,3,1,1,4,4,3,4,2,1
3,2512,3,1,1,2,4,3,4,3,2
2,2512,4,4,2,1,2,2,4,3,4
1,2512,3,4,4,4,3,3,1,3,2
7,2690,4,3,2,4,1,4,1,4,2
6,2690,4,4,1,2,4,3,1,2,3
5,2690,2,1,4,1,1,3,1,1,4
4,2690,4,2,2,2,3,4,1,2,1
3,2690,3,4,2,1,3,1,2,4,2
2,2690,2,4,3,4,4,3,2,2,4
1,2690,3,3,4,3,1,4,3,4,2
9,2690,4,3,4,4,4,2,4,1,1
8,2690,2,4,4,1,4,3,4,4,4
9,2971,3,3,1,2,4,1,3,1,2
8,2971,2,1,3,1,2,4,2,1,1
7,2971,4,2,2,2,3,2,2,3,3
6,2971,3,4,2,3,1,1,4,3,1
5,2971,3,1,4,4,1,1,4,4,1
4,2971,2,1,2,1,1,2,1,2,2
3,2971,1,4,2,3,2,4,4,3,1
2,2971,3,3,1,3,4,3,4,2,1
1,2971,1,4,4,2,2,1,1,4,1
8,2930,4,3,1,1,1,4,4,3,1
7,2930,4,4,4,3,4,1,2,4,3
6,2930,1,3,1,1,4,3,3,3,4
5,2930,1,2,4,4,1,1,1,2,2
4,2930,1,4,3,4,4,1,2,4,2
3,2930,1,3,2,4,1,1,4,3,2
2,2930,4,2,3,1,3,4,3,1,3
1,2930,4,4,4,3,2,1,2,2,4
8,3054,3,3,3,3,3,1,1,2,3
7,3054,3,1,3,2,3,4,4,3,1
6,3054,2,4,4,3,1,3,3,2,2
5,3054,2,3,1,3,1,3,2,4,4
4,3054,3,1,3,1,3,2,4,1,2
3,3054,4,3,3,4,1,1,4,3,2
2,3054,2,1,3,3,2,4,2,3,2
1,3054,2,2,2,4,1,2,1,4,2
8,3100,4,3,3,2,3,3,2,3,2
7,3100,4,4,1,1,4,1,4,1,4
6,3100,3,1,2,3,3,1,4,2,2
5,3100,2,1,1,2,1,3,4,2,1
4,3100,2,1,3,1,3,4,4,4,3
3,3100,2,3,3,4,4,3,2,3,1
2,3100,3,2,2,4,2,2,4,4,4
1,3100,4,1,1,2,2,4,1,4,4
8,3093,1,3,4,4,1,2,1,2,2
7,3093,2,4,3,1,3,1,4,3,1
6,3093,2,3,1,2,2,3,2,4,2
5,3093,1,2,1,3,4,2,2,3,1
4,3093,3,3,3,2,1,2,3,2,3
3,3093,2,4,4,3,1,2,1,2,3
2,3093,2,2,4,1,4,1,4,4,4
1,3093,3,1,3,4,3,3,2,2,3
7,3255,4,3,3,4,3,4,3,1,2
6,3255,2,2,3,3,2,3,3,2,4
5,3255,1,2,1,2,3,1,4,4,1
4,3255,2,2,1,2,3,1,4,4,3
3,3255,1,4,3,4,4,1,1,2,2
2,3255,3,1,1,3,4,1,3,4,3
1,3255,4,2,2,1,2,4,3,1,4
8,3250,2,4,1,3,4,3,3,3,3
7,3250,1,2,3,1,3,4,1,3,2
6,3250,1,2,4,1,4,2,4,1,4
5,3250,3,4,4,2,2,4,3,1,2
4,3250,1,4,4,1,2,3,3,2,1
3,3250,4,1,2,2,3,1,2,2,2
2,3250,3,4,1,2,2,3,4,1,1
1,3250,4,1,3,3,2,3,3,4,2
7,3375,3,2,4,3,3,4,2,1,4
6,3375,3,3,2,1,3,3,4,3,2
5,3375,3,3,3,3,4,4,1,4,2
4,3375,2,3,1,4,2,4,1,3,2
3,3375,2,3,1,2,4,2,1,4,3
2,3375,1,4,2,4,2,2,2,4,4
1,3375,3,3,3,2,1,2,3,3,3
8,3328,1,2,4,1,4,3,1,4,3
7,3328,4,4,4,3,2,2,1,1,2
6,3328,1,3,3,4,1,4,3,3,2
5,3328,1,2,4,3,1,2,4,4,2
4,3328,3,1,3,4,4,2,3,4,1
3,3328,3,2,2,3,4,4,2,4,3
2,3328,4,2,2,4,3,1,2,2,2
1,3328,2,4,1,3,2,1,4,3,1
8,3486,3,4,1,2,3,1,4,1,4
7,3486,3,2,2,2,3,2,3,4,2
6,3486,1,1,4,2,3,2,2,3,2
5,3486,3,2,4,2,1,1,3,1,1
4,3486,3,3,1,2,1,4,2,2,3
3,3486,4,4,2,4,3,1,2,1,2
2,3486,1,2,1,3,4,4,3,1,2
1,3486,4,3,1,4,4,3,3,2,1
9,3508,2,1,1,3,3,4,1,2,1
8,3508,2,2,2,4,3,2,4,4,1
7,3508,2,1,2,2,1,3,1,1,2
6,3508,2,3,1,4,1,3,4,1,3
5,3508,1,4,4,3,3,3,1,4,3
4,3508,1,3,2,2,3,4,4,4,1
3,3508,2,2,1,1,3,2,2,4,1
2,3508,3,2,3,1,3,3,4,1,4
1,3508,1,1,4,3,1,2,1,3,1
8,3512,3,3,1,1,1,4,1,3,4
7,3512,4,1,3,2,3,3,4,2,4
6,3512,1,4,1,4,2,4,2,2,2
5,3512,4,2,2,2,1,3,1,3,1
4,3512,4,2,2,4,4,3,4,4,4
3,3512,1,4,1,3,2,4,1,2,4
2,3512,3,2,4,3,3,2,1,3,1
1,3512,1,3,2,1,2,1,1,3,1
9,3665,3,2,4,3,2,1,1,3,2
8,3665,3,1,4,2,4,1,3,3,4
7,3665,4,2,1,1,1,2,2,3,4
6,3665,3,1,1,3,1,2,4,1,2
5,3665,2,3,1,2,2,4,1,3,2
4,3665,2,1,2,4,4,1,3,1,4
3,3665,2,1,4,4,4,3,4,1,3
2,3665,3,4,1,3,3,4,4,4,4
1,3665,4,4,4,4,3,4,3,2,2
9,3577,4,3,3,1,1,1,2,1,2
8,3577,2,3,1,3,1,4,1,2,1
7,3577,4,1,2,2,4,4,4,1,1
6,3577,4,1,2,3,4,4,1,2,2
5,3577,4,4,4,1,2,3,1,2,2
4,3577,2,2,2,1,1,4,4,1,2
3,3577,4,2,2,1,2,1,4,1,1
2,3577,1,1,1,4,2,3,3,1,3
1,3577,4,3,1,4,4,3,2,4,1
9,3666,3,1,4,1,2,3,3,2,1
8,3666,3,2,3,1,3,3,3,4,1
7,3666,3,3,4,4,3,1,2,2,2
6,3666,1,2,4,2,4,1,3,1,3
5,3666,1,3,4,3,2,4,4,1,1
4,3666,4,3,4,3,2,2,1,3,2
3,3666,4,2,2,2,2,2,3,1,2
2,3666,3,1,1,2,3,2,2,3,4
1,3666,2,1,4,1,3,1,1,1,4
9,3952,1,3,3,2,3,2,2,4,1
8,3952,1,2,1,4,3,3,3,4,1
7,3952,1,1,4,3,3,2,3,3,2
6,3952,3,2,1,4,2,3,4,4,1
5,3952,4,3,1,2,2,1,3,2,4
4,3952,1,4,3,3,2,1,4,3,4
3,3952,4,3,2,3,2,4,4,3,3
2,3952,1,4,4,4,4,1,3,3,4
1,3952,1,3,3,2,3,3,1,1,4
9,3815,3,4,2,3,1,1,4,2,2
8,3815,4,3,1,2,1,1,3,2,3
7,3815,4,1,4,2,3,4,2,3,1
6,3815,3,1,4,1,4,2,4,1,1
5,3815,2,4,2,4,2,3,4,1,4
4,3815,1,1,4,1,3,4,3,3,1
3,3815,3,3,3,4,1,2,1,2,3
2,3815,4,4,1,4,2,2,4,3,1
1,3815,1,2,3,3,2,2,1,2,3
9,3910,2,2,4,3,3,3,2,2,1
8,3910,4,1,3,2,2,1,3,1,2
7,3910,2,4,3,4,3,3,1,3,2
6,3910,4,2,4,1,3,1,4,2,2
5,3910,3,2,3,2,1,3,2,1,3
4,3910,1,4,2,2,4,1,3,4,1
3,3910,1,2,1,3,3,1,1,3,3
2,3910,1,4,3,3,1,3,3,4,2
1,3910,1,2,2,1,1,2,3,4,2
9,4026,4,1,2,4,4,1,1,3,3
8,4026,2,4,3,1,4,3,2,2,2
7,4026,3,2,3,3,1,3,3,4,3
6,4026,3,4,1,2,3,1,2,1,4
5,4026,4,2,3,2,1,1,2,2,3
4,4026,1,2,3,1,2,1,2,2,4
3,4026,3,4,2,1,2,2,2,1,4
2,4026,3,4,2,4,1,3,2,1,4
1,4026,1,2,4,2,1,3,4,3,2
9,4027,1,4,1,1,2,2,3,4,1
8,4027,3,4,4,4,2,1,4,4,4
7,4027,3,1,3,3,2,3,4,3,1
6,4027,2,1,2,2,1,1,2,2,1
5,4027,4,1,1,3,4,3,1,4,2
4,4027,4,2,4,1,1,4,4,1,4
3,4027,2,4,3,1,4,1,4,4,2
2,4027,4,4,3,2,1,3,4,3,3
1,4027,3,1,4,1,3,2,3,3,3
9,4094,1,2,3,4,4,1,1,4,1
8,4094,3,4,2,3,4,2,4,4,2
7,4094,1,3,4,3,2,3,1,1,4
6,4094,1,4,1,3,3,3,3,2,3
5,4094,4,4,3,2,4,2,2,4,1
4,4094,1,2,1,2,3,2,3,2,3
3,4094,4,1,2,3,3,4,3,1,2
2,4094,1,2,2,2,4,1,4,3,4
1,4094,2,1,1,3,3,1,2,4,2
9,4112,2,2,4,2,2,3,1,3,4
8,4112,4,4,4,2,2,3,1,4,1
7,4112,3,4,2,1,3,2,1,3,3
6,4112,3,3,4,3,3,1,4,3,2
5,4112,1,1,4,3,4,4,1,2,2
4,4112,3,4,4,4,2,2,3,1,1
3,4112,2,4,3,3,1,3,2,3,1
2,4112,2,3,2,1,3,1,3,4,2
1,4112,2,2,1,1,2,4,4,2,3
8,4181,3,4,4,2,1,2,1,3,1
7,4181,2,2,3,2,1,1,2,2,2
6,4181,1,1,2,3,4,2,3,1,3
5,4181,2,2,1,1,2,4,2,2,2
4,4181,4,2,1,4,2,1,2,3,2
