1,TP Fight Team
1,Black House
1,Fight Nights Team
1,Roufusport
1,Lion's Den
1,Miletich Fighting Systems
38,DS Team
38,North East Top Team
1,Blackzilians
1,Rio Fighters
1,Tiger Muay Thai
38,MMA Factory
38,Freestyle Fighting Academy
1,Lauzon MMA
1,Team Vision
1,Serra-Longo Fight Team
38,VT-1 Gym
38,G.I. Sports
1,Xtreme Couture
38,Evolution Muay Thai
38,Full Contact Fight Academy
1,American Top Team
1,Power MMA Team
1,Team Quest
1,London Shootfighters
1,Alliance MMA
1,One Kick's Gym
1,Golden Glory
1,Syndicate MMA
1,Arizona Combat Sports
1,Nova Uniao
1,TP Fight Team
39,Bulldog Fight Team
39,Team Neutral Grounds
39,Snake Team
39,Bonebreakers Team
1,Power MMA Team
39,Ze Mario Team
39,Jungle Fight Team
1,Snake Team
39,Dirty South Fight Team
39,Lutadores Opole
1,Westside Fight Team
1,Lion's Den
39,Fight Firm
39,Systems Training Center
39,Chute Boxe USA
1,Black House
1,Miletich Martial Arts
1,K Dojo Warrior Tribe
1,MMA Factory
39,Demian Maia Jiu-Jitsu
39,Bruno Tostes BJJ
1,Wai Kru MMA
1,Adrenaline Training Center
39,Kros Gym
1,American Top Team
1,MMA Lab
1,Kings MMA
40,Finney's HIT Squad
40,Wolfslair
40,Fit or Fight
1,Korean Top Team
1,American Top Team
1,Roufusport
1,Grudge Training Center
1,Allstars Training Center
41,Fairn Jiu-Jitsu
1,Chute Boxe
1,Team Punishment
41,Marc Laimon's Cobra Kai
1,Atherton Submission Wrestling
41,Next Generation UK
41,Frank Lee's Muay Thai
1,Cesar Gracie Fight Team
1,Nova Uniao
41,West Coast Fight Team
41,USA Martial Arts
1,Arizona Combat Sports
41,Team Climb
41,Purebred Omiya
1,X-Gym
1,Nova Uniao
41,China Top Team
41,Fit Plus
1,Marajo Brothers Team
41,Team Kingdom
1,American Kickboxing Academy
1,Tiger Muay Thai
41,Saigon Sports Club
41,CQuence Jiu-Jitsu
41,BH Rhinos
1,American Top Team
1,Gracie Barra Lodz
1,Renyi Fight Camp
1,Team Ryano MMA
42,Iron Army
42,SBG MMA
1,Kings MMA
1,Syndicate MMA
1,American Top Team
1,London Shootfighters
43,Fiore MMA
1,Demian Maia Jiu-Jitsu
1,Gladiators Academy
1,Fight Firm
43,Dragons Lair MMA
43,Drysdale Jiu-Jitsu
43,Gym 23
1,Dinky Ninjas
1,Black House
1,Snake Team
43,Muay Thai Goa
1,Roufusport
43,Straight Blast Gym
43,Crazy Seville
43,Mighty Bulls Team
1,AKA Thailand
43,Gracie Tampa
1,The Pit
43,KB-VT Gym
1,Tristar Gym
43,Winnipeg Academy of MMA
1,Team Oyama
1,MMA Development
43,Nickwan Kick Gym
1,American Kickboxing Academy
1,Team Quest
1,MMA Masters
43,Banks MMA
43,Team Buscape
43,Triumph MMA
43,Cal Cooper
1,Gracie Barra Combat Team
43,All American MMA
1,Nova Uniao
1,Black House
1,Team Nogueira
1,Jackson-Wink MMA
43,Fight Only
43,Team Bronx
1,Pitbull Brothers
1,Disorderly Conduct
43,Rubicon Fightsport
1,Prater MMA
1,Victory Athletics
43,Freak Animal Fitness
1,American Top Team
1,Blackzilians
1,American Kickboxing Academy
1,China Top Team
1,CSW
44,Joslin MMA
44,YK Promotion
44,Nordeste Jiu-Jitsu
44,VT1 Gym
44,BBA Mixed Martial Arts
44,Combat Sport and Fitness
1,Team Hayastan
44,Gracie Barra Woodlands
1,Elevation Fight Team
44,Fight Emperor
1,Hardcore Gym
1,Serra-Longo Fight Team
1,Nova Uniao
1,Jackson-Wink MMA
44,Team Frank Vidal 5050
44,Top Brother Mexico
44,Ragnarok MMA
44,Paraguay Combat Team
44,Colorado Brazilian Jiu-Jitsu
1,Skrap Pack
1,Elite Team
44,Delincuentes MMA
1,Millennia MMA
1,Mass BJJ
44,Gamebred Submission Fighting
1,Team Death Clutch
1,Millennia MMA
1,American Top Team Atlanta
1,American Top Team
1,Team Nogueira
45,Rio de Janeiro
45,Olsztyn
45,"San Jose, California"
1,Rio de Janeiro
45,"Mossoro, Rio Grande do Norte"
45,"Geelong, Victoria"
45,"Santa Rosa, California"
45,"Toronto, Ontario"
45,"Eugene, Oregon"
45,"Stockton, California"
45,Liverpool
45,"Denham Springs, Louisiana"
45,"Huntington Beach, California"
45,"Nova Friburgo, Rio de Janeiro"
45,"Merrick, New York"
45,"Hillsboro, Illinois"
45,"Fort Bragg, North Carolina"
1,"Huntington Beach, California"
45,"Sanford, North Carolina"
45,"Brooklyn, New York"
45,"Addison, Illinois"
45,Tokyo
45,"St. Louis, Missouri"
45,"Denver, Colorado"
45,The Hague
45,"Bellingham, Massachusets"
45,"Hesperia, California"
45,"Sparta, New Jersey"
1,"Stockton, California"
45,"Hackettstown, New Jersey"
45,"Cleveland, Ohio"
45,"Manaus, Amazonas"
45,"Yokosuka, Kanagawa"
968,
969,Mannheim
970,"Lincoln, California"
971,"Tucson, Arizona"
972,"Visconde de Maua, Rio de Janeiro"
973,"Jacksonville, Florida"
974,"Florianopolis, Santa Catarina"
975,"Fortaleza, Ceara"
976,"London, Greater London"
977,"Sylvan Lake, Michigan"
978,Stockholm
979,"Los Angeles, California"
980,"Anchorage, Alaska"
981,"Sao Paulo, Sao Paulo"
982,Rio de Janeiro
983,Stockholm
984,"Cole Harbour, Nova Scotia"
985,"Bettendorf, Iowa"
986,Tokyo
987,"Athens, Georgia"
988,"Fortaleza, Ceara"
989,"Bellmore, New York"
990,"San Diego, California"
991,"Sacramento, California"
992,"Rio de Janeiro, Rio de Janeiro"
993,"East Chicago, Indiana"
994,
995,"Las Vegas, Nevada"
996,"Tachikawa, Tokyo"
997,"Angels Camp, California"
998,Balingen
999,"Palm Springs, California"
1000,Eindhoven
1001,"Yuma, Arizona"
1002,"Webster, South Dakota"
1003,"Vladikavkaz, North Ossetia"
1004,"Rio de Janeiro, Rio de Janeiro"
1005,"Dolton, Illinois"
1006,"Richmond, Virginia"
1007,"Greeley, Colorado"
1008,"New York City, New York"
1009,Kagoshima
1010,"Athens, Georgia"
1011,"Manacapuru, Amazonas"
1012,"Olympia, Washington"
1013,"Schaumburg, Illinois"
1014,"Niteroi, Rio de Janeiro"
1015,"Sao Paulo, Sao Paulo"
1016,"Lindenhurst, New York"
1017,"Independence, Ohio"
1018,"Victoria, British Columbia"
1019,"San Jose, California"
1020,"Salinas, California"
1021,"Gaffney, South Carolina"
1022,"West Linn, Oregon"
1023,"Goshen, Indiana"
1024,"Santa Fe, New Mexico"
1025,"Sacramento, California"
1026,"North Brunswick, New Jersey"
1027,"Tokyo, Kanto"
1028,Rio de Janeiro
1029,"Concord, California"
1030,
1031,
1032,"Higashikurume, Tokyo"
1033,"Mount Pleasant, Texas"
1034,"San Luis Obispo, California"
1035,"Yokohama, Kanagawa"
1036,"Santa Monica, California"
1037,"Huntington Beach, California"
1038,Rio de Janeiro
1039,"Las Vegas, Nevada"
1040,"Cape Town, Western Cape"
1041,Tokyo
1042,Tokyo
1043,"Springfield, Missouri"
1044,"Jackson, New Jersey"
1045,"Fairbanks, Alaska"
1046,"Portland, Oregon"
1047,
1048,
1049,"Huntington Beach, California"
1050,"Bemiji, Minnesota"
1051,"Fort Wayne, Indiana"
1052,"Mesa, Arizona"
1053,Rio de Janeiro
1054,"Las Vegas, Nevada"
1055,"Los Angeles, California"
1056,"Santa Ana, California"
1057,"Windsor, Ontario"
1058,"Arlington, Texas"
1059,"Phoenix, Arizona"
1060,"Honolulu, Hawaii"
1061,"Tampa, Florida"
1062,"Escada, Pernambuco"
1063,"Penrith, New South Wales"
1064,"Athens, Georgia"
1065,Sao Paulo
1066,"North Hollywood, California"
1067,"Sobralia, Minas Gerais"
1068,"Bixby, Oklahoma"
1069,"Garden Grove, California"
1070,"Sun Valley, California"
1071,"Englewood, Colorado"
1072,"Manassas, Virginia"
1073,"Sparta, New Jersey"
1074,"Pleasant Prairie, Wisconsin"
1075,"San Jose, California"
1076,
1077,"Coconut Creek, Florida"
1078,"Iowa City, Iowa"
1079,"Denver, Colorado"
1080,Utah
1081,"San Francisco, California"
1082,"Yorba Linda, California"
1083,"South Bend, Indiana"
1084,"Toms River, New Jersey"
1085,Rio de Janeiro
1086,Yamaguchi
1087,"Lake Forest, California"
1088,"Las Vegas, Nevada"
1089,"Miami, Florida"
1090,"Howell, New Jersey"
1091,"Norman, Oklahoma"
1092,"Long Island, New York"
1093,"Brisbane, Queensland"
1094,"Paterson, New Jersey"
1095,"Makhachkala, Republic of Dagestan"
1096,"Davenport, Iowa"
1097,"Huntington Beach, California"
1098,
1099,"Columbus, Ohio"
1100,"Leicester, Leicestershire"
1101,"Cedar Falls, Iowa"
1102,
1103,"Boston, Massachusetts"
1104,"Nagoya, Aichi"
1105,"Portage, Indiana"
1106,"Miura, Kanagawa"
1107,Osaka
1108,"Philadelphia, Pennsylvania"
1109,"Kenosha, Wisconsin"
1110,"Goiania, Goias"
1111,"Columbia City, Indiana"
1112,"Oklahoma City, Oklahoma"
1113,
1114,
1115,"Brooklyn, New York"
1116,"Portland, Maine"
1117,"Omaha, Nebraska"
1118,"Sudbury, Ontario"
1119,"Januaria, Minas Gerais"
1120,"Birmingham, West Midlands"
1121,"Evansville, Indiana"
1122,
1123,Gothenburg
1124,"Chicago, Illinois"
1125,"Elgin, Minnesota"
1126,"San Luis Obsipo, California"
1127,"Santa Fe, New Mexico"
1128,"Fort Wayne, Indiana"
1129,"St. Cloud, Minnesota"
1130,"Brasilia, Federal District"
1131,"Anchorage, Alaska"
1132,"Playa del Carmen, Quintana Roo"
1133,"Campina Grande, Paraiba"
1134,"Santana de Parnaiba, Sao Paulo"
1135,"Spokane, Washington"
1136,"Las Vegas, Nevada"
1137,Gothenburg
1138,
1139,"Pembroke, Massachusetts"
1140,"Grass Valley, California"
1141,"Orlando, Florida"
1142,"Plymouth, Massachusetts"
1143,"Jales, Sao Paulo"
1144,Akita
1145,"Rio de Janeiro, Rio de Janeiro"
1146,"Belmar, New Jersey"
1147,"Cascavel, Parana"
1148,"Salt Lake City, Utah"
1149,Tokyo
1150,"Los Angeles, California"
1151,"Lodi, California"
1152,"Indianapolis, Indiana"
1153,"Lee's Summit, Missouri"
1154,Nagano
1155,Rio De Janeiro
1156,"Brasilia, Federal District"
1157,"Natal, Rio Grande do Norte"
1158,"Granite City, Illinois"
1159,"Denham Springs, Louisiana"
1160,
1161,"Granite City, Illinois"
1162,"New Orleans, Louisiana"
1163,"Cincinnati, Ohio"
1164,"Waianae, Hawaii"
1165,"Sallisaw, Oklahoma"
1166,"Staten Island, New York"
1167,"Los Angeles, California"
1168,"Orlando, Florida"
1169,
1170,Paris
1171,Weesp
1172,"Matsuyama, Ehime"
1173,"Spartanburg, South Carolina"
1174,"Shinagawa, Tokyo"
1175,"Recife, Pernambuco"
1176,"Rio de Janeiro, Rio de Janeiro"
1177,"Houston, Texas"
1178,"Spokane, Washington"
1179,"Brainerd, Minnesota"
1180,"Macapa, Amapa"
1181,"Adams, Massachusetts"
1182,"Los Angeles, California"
1183,Doncaster
1184,"Montreal, Quebec"
1185,"Governador Valadares, Minas Gerais"
1186,"Santa Fe, New Mexico"
1187,"Waukee, Iowa"
1188,"Orange County, California"
1189,"Vancouver, British Columbia"
1190,
1191,Busan
1192,"Albuquerque, New Mexico"
1193,"Philadelphia, Pennsylvania"
1194,Rio de Janeiro
1195,"Maui, Hawaii"
1196,
1197,"East Peoria, Illinois"
1198,Lodz
1199,"Omaha, Nebraska"
1200,"Farmington, New Mexico"
1201,Rio de Janiero
1202,"Phoenix, Arizona"
1203,"Irvine, California"
1204,"Indianapolis, Indiana"
1205,"Sydney, New South Wales"
1206,"Anchorage, Alaska"
1207,Kalinin City
1208,"Stockton, California"
1209,"Phoenix, Arizona"
1210,"Pirapora do Bom Jesus, Sao Paulo"
1211,"Santa Fe, New Mexico"
1212,"Fontana, California"
1213,Tokyo
1214,"Kailua, Hawaii"
1215,"Kailua, Hawaii"
1216,"Cincinnati, Ohio"
1217,"Johnstown, Pennsylvania"
1218,"Indianapolis, Indiana"
1219,"Orem, Utah"
1220,"Albuquerque, New Mexico"
1221,"Porterville, California"
1222,"Santa Rosa, California"
1223,Sao Paulo
1224,"Collinville, Illinois"
1225,
1226,"Milwaukee, Wisconsin"
1227,"Kenosha, Wisconsin"
1228,"Harrisburg, Pennsylvania"
1229,"Amarillo, Texas"
1230,"San Jose, California"
1231,Rio de Janeiro
1232,"Bloomington, Minnesota"
1233,
1234,"Arpoador, Rio de Janeiro"
1235,"Granite City, Illinois"
1236,"Seattle, Washington"
1237,"Albuquerque, New Mexico"
1238,Helsinki
1239,"Phoenix, Arizona"
