7,432,11
6,9281,131
3,184,84
7,25733,70
3,13599,147
8,7018,123
2,7,91
10,275,102
5,216,14
3,75537,115
3,10515,66
10,12199,143
8,14016,130
1,120,14
3,39,55
6,66883,178
10,23326,17
5,124,133
9,137,197
0,190,56
8,10089,60
5,250,123
3,5542,103
5,9534,37
5,4679,45
4,993,197
9,59284,124
10,139,15
6,39781,185
8,25245,38
1,70795,185
3,9267,26
6,21343,180
2,25989,50
4,23864,167
1,50586,14
1,6749,177
1,17577,175
9,45132,84
2,5346,164
0,84752,178
3,5199,115
9,34621,111
8,22411,31
7,9178,172
2,263,80
9,35509,35
2,22490,77
4,64593,182
1,33531,124
7,76763,170
7,39575,186
2,42850,181
6,2688,47
6,246,121
6,47,64
5,75417,46
5,21720,78
8,5545,152
2,14207,113
1,74434,40
9,23271,31
9,7795,147
5,15855,90
5,23219,163
8,437,142
9,48631,113
2,33342,35
6,23403,79
8,58594,137
0,84278,116
7,515,170
3,3669,170
5,51113,189
4,9798,79
0,23006,51
3,10967,102
5,56567,75
4,21040,46
3,2327,81
2,5615,104
8,168,155
4,11941,100
2,2920,147
0,23531,34
1,31766,75
9,26934,170
9,2860,61
6,25320,5
3,282,107
8,23167,26
0,426,199
9,2825,170
4,25531,99
4,13469,120
7,7406,152
6,68971,63
10,573,65
1,13793,178
9,19761,71
7,69624,65
8,14862,107
10,11908,124
0,42659,144
7,171723,183
9,93683,36
8,24790,119
6,2294,46
10,31897,133
0,41524,148
6,21962,190
8,6809,67
5,18533,91
0,23052,4
9,33343,63
4,11483,181
8,7358,170
8,15855,177
10,36581,132
6,47066,111
5,19640,78
0,48156,70
7,45624,99
1,71307,151
7,55954,25
8,113767,20
3,73826,172
5,16180,172
9,487,62
7,4120,27
1,78479,176
2,67132,144
2,20939,23
7,85096,117
5,7987,66
3,78210,184
7,770,126
2,61600,53
9,12234,163
6,4586,129
10,54833,104
4,36630,105
7,6811,86
7,4015,46
0,45417,25
3,10165,86
10,30943,76
5,3139,130
2,15393,127
1,63825,86
7,44638,144
2,9572,149
4,13827,74
0,54124,80
7,11950,177
10,90021,184
10,60908,156
0,21673,92
5,26602,100
3,13848,17
10,11262,168
4,10569,18
0,1042,152
4,14972,158
3,53369,102
2,38841,161
0,8800,6
3,63813,153
8,22955,127
3,48566,46
4,25476,154
8,42258,9
6,53300,147
1,17717,26
2,1693,172
4,71237,56
9,21039,67
2,38029,46
2,83462,91
9,80837,149
1,23538,50
4,50367,44
4,20522,78
0,22677,100
9,56689,50
10,2291,39
3,1227,174
10,30297,131
7,63070,139
2,36939,78
9,12553,91
6,5434,147
0,19128,39
7,33115,14
6,22127,113
8,34625,163
0,35410,83
4,30304,55
1,66883,174
4,4367,85
9,30033,58
7,33926,53
10,34214,170
8,39485,52
3,21940,139
2,22304,170
4,25491,74
9,61700,70
0,24057,111
0,15380,90
7,50987,6
5,24765,135
8,24952,13
7,40623,6
8,31372,29
3,20224,1
1,76653,115
1,11907,178
0,82392,88
8,57269,65
7,38190,9
4,11486,35
8,30304,152
1,61422,144
1,51955,91
0,13004,132
4,20277,110
9,48481,188
3,86294,118
8,103497,192
6,120663,12
0,65543,72
4,31092,190
2,38903,5
6,95457,106
1,26495,109
3,65878,198
2,53109,18
9,87296,29
10,186,5
10,12854,117
9,57343,102
8,30564,149
5,91727,6
5,44211,67
6,26389,111
3,97337,138
1,69607,170
4,16556,3
10,47845,27
2,66410,14
9,65649,34
8,50774,81
7,13791,99
0,148517,142
5,60454,0
5,11955,161
1,21627,5
5,7690,189
4,40238,68
3,69858,123
5,12785,150
9,12955,129
3,6254,119
8,18915,42
9,14702,132
9,46484,35
4,21887,184
2,9,97
3,2191,63
1,41494,152
7,24986,161
1,48052,46
2,16551,120
5,8761,64
8,13270,57
10,30320,12
8,25524,18
2,258,46
5,53596,17
8,68130,183
4,103153,88
4,23852,103
3,17139,90
4,60198,177
3,81143,138
2,17559,34
5,81585,118
9,67971,197
1,69681,166
4,81765,181
9,44602,84
1,53778,66
7,12098,157
2,69956,191
1,3919,124
6,101117,51
3,23501,93
10,64754,94
5,23326,170
6,21401,66
7,22137,137
4,48,68
10,1398,12
9,930,72
2,30396,52
2,10924,129
5,64677,42
0,23736,137
2,23999,43
0,23156,188
8,12692,114
5,42479,116
6,56902,15
9,47183,8
0,12,105
1,31096,177
9,22216,193
2,16984,37
6,51576,118
6,22223,136
9,182,173
8,41745,30
9,45384,167
5,45122,53
1,30452,1
5,108499,61
4,49092,2
0,85623,139
7,57322,17
6,56615,155
5,39432,162
2,29690,148
7,16705,73
6,8785,85
6,143157,149
2,1659,138
9,15759,141
7,17559,194
8,55298,130
8,53596,48
3,44442,82
3,55705,139
7,28286,112
0,47105,52
10,41993,198
2,8761,56
4,69513,189
9,41666,142
4,39265,4
10,27077,93
1,31110,3
6,47118,107
8,16459,23
6,9512,18
8,13428,54
9,900,0
8,37351,75
9,5781,157
3,12943,174
10,229,42
5,243,175
6,113687,33
2,14971,173
10,79290,191
8,86382,118
3,91565,88
5,280,121
4,264,117
8,26649,78
10,44311,15
9,52407,22
8,37681,35
8,71175,0
4,22197,55
4,51728,75
6,87981,30
6,59769,13
8,83243,156
4,6767,176
9,43796,4
2,91121,47
6,123973,10
6,17786,110
10,244,200
7,26381,25
9,83949,46
5,6606,58
2,151905,31
1,46759,38
8,55587,175
0,60790,192
3,4870,38
6,6527,143
3,64894,75
4,13539,32
5,50416,7
2,33523,41
4,3225,108
1,23156,161
6,22791,74
1,97179,118
6,40285,42
10,106305,66
7,87012,36
8,11278,12
2,22105,165
1,84645,113
1,152627,44
2,108571,161
8,84661,129
7,78164,112
7,33342,3
9,487,106
3,2886,77
7,69632,120
5,72825,111
9,11675,120
4,101411,101
5,23345,7
5,19,67
4,5993,47
7,11702,117
10,11689,121
5,9781,134
6,22038,21
2,11451,159
2,13332,190
6,7918,41
2,21247,69
2,46259,200
6,32432,182
2,232,58
6,2830,172
7,43,136
6,179,124
3,49,92
6,38,15
0,35,146
6,20,70
1,21,168
4,15,120
0,22,110
1,482,44
7,14463,146
3,2831,88
3,35867,103
1,9785,31
0,9907,159
6,283,59
4,6525,77
6,9817,151
0,8845,91
6,16415,119
10,27090,116
7,220,29
6,4647,150
0,3068,179
10,6945,178
2,2224,170
2,3863,97
1,3396,119
9,18184,180
2,11507,154
5,4810,151
5,3707,158
2,15906,86
3,10768,6
5,249,194
2,10380,142
9,37684,55
5,42802,195
0,11001,171
8,18062,84
9,28181,187
5,3006,35
2,1170,99
1,2329,125
6,13767,105
5,62507,167
1,15816,136
10,11002,82
0,214,102
0,74700,71
9,17522,155
0,43885,188
1,19530,98
2,69166,181
5,34071,114
1,14013,66
3,42817,32
0,16806,21
7,3526,142
10,20447,96
0,10071,53
4,36885,90
3,8593,22
1,17665,178
9,34409,32
7,39537,105
4,16524,130
4,52311,51
3,19102,134
3,67094,49
7,4112,11
4,58097,9
8,8180,13
9,15008,32
8,23978,145
2,10229,161
8,290,152
4,553,91
0,1449,183
1,257,41
5,1217,35
3,35521,63
10,2580,53
9,393,54
6,284,56
6,110,58
2,19854,195
9,4000,166
8,4789,88
3,1255,182
7,252,119
10,31808,78
9,5746,60
9,112,159
9,25415,129
8,75370,150
4,15987,127
2,50,91
8,36,91
2,4865,66
8,81,24
7,146,103
8,27,17
4,26,200
3,114,190
4,56,141
2,24,75
0,55159,56
0,16,112
1,17,18
7,39391,4
2,9033,98
0,18944,97
1,14396,153
10,5153,37
2,4655,145
6,24540,132
5,5778,35
2,37421,35
10,17224,68
5,63163,41
9,14464,10
8,5269,144
8,14883,164
3,21912,176
3,64989,73
0,238,45
1,23,156
2,34,79
3,502,49
4,56583,21
3,29129,118
9,4102,181
1,43107,177
2,2575,76
1,75021,113
10,67894,37
9,61682,125
6,79784,19
6,20906,1
6,79335,48
3,84964,107
2,12852,120
6,76836,7
8,5118,46
9,218,128
1,227,59
7,9786,22
4,17034,7
7,8396,74
9,3368,26
10,76100,120
2,5466,71
5,4173,143
10,12074,172
1,438,37
3,9265,123
8,2262,111
8,59607,1
10,19720,134
2,23253,63
6,219,135
5,3265,147
0,32431,110
7,3069,105
4,23982,64
8,37404,199
5,23401,45
0,6946,116
7,22903,135
5,266,15
7,32445,134
1,886,69
7,16635,12
10,549,185
0,4767,36
6,18590,45
7,80436,38
3,10425,72
0,18106,140
8,2490,60
10,103069,85
7,14637,62
7,53205,88
9,51228,103
1,22641,166
6,21803,54
9,46307,125
8,6123,178
4,1332,48
2,34376,187
9,30298,185
4,12196,139
1,28185,5
4,15148,151
3,203,98
5,33156,6
1,26192,117
10,1331,94
1,121,23
2,215,28
1,49213,40
3,19390,185
1,135,109
2,13336,39
1,21175,114
9,23350,199
0,68751,183
9,32431,144
5,7127,150
10,211,56
8,2682,74
1,30054,65
1,17723,181
1,40956,21
7,503,8
1,17316,137
6,10432,97
9,2193,68
9,1518,34
4,18887,13
8,71120,122
8,34371,0
2,9574,129
1,23841,1
9,43621,182
7,83021,163
0,6373,4
5,81136,120
1,26632,104
3,3328,152
1,20121,115
6,26261,136
10,70750,85
7,22873,195
0,7407,176
1,10581,6
0,935,126
0,8198,115
3,21246,191
2,68959,103
9,18744,95
3,187,43
7,17591,64
9,29744,60
9,31978,103
7,101401,153
1,662,10
1,340,54
7,225,97
3,55410,12
3,17393,49
6,14892,191
2,9024,59
5,66725,89
9,1995,196
6,3089,23
8,853,35
3,88613,110
6,8180,43
1,40436,168
8,1349,193
2,33095,96
7,4673,140
2,15720,92
6,79277,52
7,14892,105
5,36963,199
8,23811,111
9,70452,199
1,47991,188
5,205,80
4,247,120
1,115,52
4,254,136
5,615,86
0,14047,178
1,212,55
8,198,199
9,180,29
1,181,79
1,236,20
7,253,162
2,261,186
8,1351,170
3,50239,21
6,14865,74
7,172,54
7,191,70
7,147,77
9,196,182
9,200,12
4,128,64
4,113,30
4,111,33
6,44,170
7,122,89
6,4208,105
10,1870,170
8,279,179
7,14515,36
6,2093,142
9,224,139
6,118,90
5,126,199
9,33156,70
6,83,151
0,21175,79
2,23648,12
7,35142,100
9,98151,13
1,28,159
5,3070,63
2,5342,52
9,127,36
0,260,167
5,57,120
4,25,91
7,178,16
5,54,157
0,46,197
8,18,189
7,15129,40
8,16695,38
9,27115,43
9,73825,184
6,26358,155
7,23322,172
7,44683,12
10,72084,55
8,14883,91
7,14600,46
1,22247,46
0,23108,46
5,10071,46
8,12961,74
1,4638,171
10,226,136
3,949,180
1,251,26
3,885,129
4,221,139
10,230,82
6,107,54
10,185,10
0,20552,105
9,163,178
7,154,13
7,57848,31
5,15962,194
0,75021,140
0,14891,172
1,20967,20
9,46314,183
9,83599,28
8,7329,8
3,12803,56
2,71942,77
9,1567,43
3,256,23
8,1306,186
6,18304,141
9,85,65
9,63897,1
5,64975,160
4,15937,138
2,5925,82
7,92415,108
6,2290,116
10,44417,0
5,53506,60
0,8095,179
4,39261,65
3,15125,158
0,24948,188
0,13237,38
3,271,170
8,54620,101
1,3707,16
4,34073,58
8,3506,197
6,1964,185
8,1587,160
1,268,114
8,4555,137
3,25821,15
4,32446,82
5,4832,54
5,6428,3
5,1926,12
5,2295,48
3,19863,32
7,10999,124
10,14266,20
3,354,166
7,16858,96
6,3530,47
9,80231,177
9,10754,40
6,11408,127
4,15833,26
8,8269,121
8,12284,85
7,63414,111
1,88,196
1,240,172
8,194,102
9,10584,20
6,19080,99
5,6541,6
5,204,36
10,1562,12
9,12369,146
3,45986,27
7,1720,120
0,551,25
1,19,194
4,8121,31
10,160145,57
2,41539,172
7,2347,110
9,16098,133
6,150,102
3,67,44
1,17355,93
7,63422,91
2,3006,100
8,26365,110
2,8224,164
4,255,165
10,53933,197
7,13660,138
0,14825,63
3,68957,38
0,72706,123
10,47069,29
6,12690,26
3,3953,39
5,24217,5
0,62703,93
9,89761,193
8,9062,77
3,53207,163
4,122349,164
10,66725,87
5,87101,118
1,117453,101
7,74176,74
10,53712,62
8,110937,170
4,213,149
10,248,69
1,144115,35
3,144115,179
1,49516,162
8,40518,75
2,13745,112
4,78384,23
9,138127,169
10,53134,81
5,15626,83
9,206,175
9,1629,132
10,193,115
0,132,74
5,2007,5
3,7148,68
8,16300,111
8,5170,96
10,15806,54
9,10502,72
3,199,60
8,45,30
9,167,53
8,233,45
5,58,111
2,40205,150
4,50928,70
1,173,99
8,6950,178
8,176,166
0,41,173
10,155,135
2,141,76
8,51,103
10,197,13
3,123,70
10,5936,82
7,3263,118
0,134,144
6,171,150
4,130,98
6,59197,71
10,148,109
1,152,199
1,177,151
3,53380,6
9,122383,150
10,15104,146
5,48820,86
8,231,102
0,52454,24
10,58213,107
5,114125,50
8,46259,9
0,12079,53
7,84964,91
8,146291,198
8,73436,183
1,15882,60
0,233,122
0,233,98
1,97499,40
8,86920,166
4,16696,53
7,23437,122
3,68957,98
7,37404,47
1,23762,112
2,161,188
0,15906,66
2,40308,142
9,11451,9
7,144949,69
7,11962,92
8,112413,25
4,12096,135
10,238,89
1,93863,23
4,63272,163
1,69341,132
10,121077,8
10,151,83
9,111777,150
2,135315,179
3,115641,28
2,29635,23
7,44627,75
10,42419,93
9,172645,58
6,59764,108
7,54303,146
5,6608,110
5,19456,134
3,40,192
3,86246,183
5,10346,144
9,2656,64
8,68494,156
5,81835,18
1,152341,62
1,52633,160
7,67098,123
7,44957,76
7,16555,79
6,98419,18
3,129351,0
10,57480,95
2,100921,127
2,172941,19
8,146377,78
10,64413,178
6,84854,51
6,88793,139
6,45607,122
7,45721,124
8,59713,47
3,50588,61
0,46202,52
0,1831,166
8,24913,129
6,11970,144
0,21131,157
4,25912,17
7,241,123
4,287,132
3,4441,13
2,9977,5
2,189,72
8,285,29
7,164,7
6,170,22
4,160,145
9,169,77
8,165,87
6,159,185
0,140,165
10,145,166
9,138,100
2,149,159
7,143,101
5,144,141
1,133,175
3,131,41
10,62,175
0,125,128
10,116,49
10,117,67
3,42,44
2,37,95
6,63,144
1,109,97
6,60,70
1,55,122
1,32,194
9,30,116
7,29,164
7,119,106
4,8592,47
0,259,134
